low_devices,low_hours,medium_devices,medium_hours,high_devices,high_hours,daily_kwh
5,3.3463806915213063,0,9.831387934578126,0,1.1065365291058658,0.0
9,7.460721622589394,1,6.122701345506945,2,12.059250496048692,7.875
1,4.167076612928854,2,2.5494272241777987,2,5.056900689643136,2.131
8,6.463469952822614,0,4.0534588989236,0,6.062235923865233,0.748
2,2.24625176808826,4,11.571773492164006,0,4.419242738321598,3.139
8,5.167695121240307,0,1.7378412512727022,2,18.249090819181088,11.487
8,2.4359774833740504,2,3.0975649273003323,1,1.8406423605061821,2.594
2,5.998414398528798,0,6.804125031592644,1,13.29248549891668,3.614
1,4.917482319157525,1,2.707642705237838,1,5.184347001391236,1.128
2,1.177704489622414,3,2.717678571028094,0,17.467361263490144,0.258
8,2.553805133530646,0,3.5418227624687852,0,16.453533102770756,0.044
1,6.045691674173546,3,9.858464640936957,2,23.740761984975183,16.798
8,1.9875729414439949,2,5.470315391008742,0,8.451771405456391,1.175
1,1.8594382276389596,4,10.640884834628231,2,15.787287963127824,12.335
2,6.722104932169087,1,4.759990868676636,0,6.966738968919727,1.217
4,3.865881565338683,4,7.072518989371782,0,11.030910170112284,1.477
3,6.345240559118325,3,2.541244933430978,1,20.974763445651995,7.636
1,4.587203591173451,1,9.158556386515322,2,17.0734546227008,10.984
9,5.5153791743853064,0,5.6387432800861,1,4.042352855882599,2.106
5,7.400091645923493,2,2.2952619117915525,1,14.259878936827832,5.489
6,3.8367366161938214,1,6.4721138337787965,0,17.564659377542803,0.381
8,5.655256721823788,1,2.9290840648579453,0,22.031474756274076,0.443
5,4.632423936979863,3,1.5166256345256055,1,4.824517481389826,1.962
4,1.477747937478641,2,10.207868897733324,1,11.055448116216601,5.036
4,3.079852009362225,0,7.2304510432658695,2,11.949159250579292,7.601
5,1.2182819454289926,0,3.884904487298076,1,14.68679240610586,4.59
1,2.0827049861826534,2,7.856658059954898,0,11.907458100108501,0.576
1,5.818816774994152,0,5.7831007246412085,0,6.667246764499456,0.0
3,1.0163757343804478,1,11.644693270277951,0,1.1208378268428532,0.765
1,7.651661476745617,4,5.906063502537513,0,5.258057363288252,1.557
8,6.645928035030148,2,8.246617033817891,2,16.922360983910608,11.961
9,5.852226480198473,3,1.56755387324581,2,16.4081016846509,11.304
7,4.890646070060257,0,6.205311298894667,2,8.195661699628513,5.61
3,7.609865423794037,1,6.216356383232101,2,20.82698097275421,13.011
7,4.6570420324981825,2,8.090013156884044,1,15.953849060194248,6.94
2,4.711855928444301,2,5.851353779229778,0,10.303165342682567,0.013
7,5.63158622556379,0,9.116413435971776,0,12.963866527210833,1.096
2,7.9323891933924395,2,1.0026127593347303,1,5.265876920264617,1.87
2,7.985538773733362,2,4.857829969968812,2,18.645330645415918,11.901
9,3.788011687829449,3,2.0086926862257313,2,8.736520668053707,4.963
4,2.6714400203781166,4,2.215215244445341,0,9.15630962573786,0.322
5,7.37237371440274,0,1.4961074494235551,0,3.5177547696196485,0.027
9,7.649728287651577,3,9.649795158571072,2,3.056453053181969,5.53
8,5.293879724474954,2,2.8373734070128274,1,23.79687840115046,8.093
8,5.54752654294658,3,7.68510474366745,0,12.791835753379697,2.076
9,6.457091314967273,0,4.851377850834031,1,2.3303815609581164,1.305
7,7.494265982366491,0,11.943986049110789,0,4.999590732048208,1.497
1,2.5710840028566246,2,3.461993763048854,2,13.350411726548511,8.283
9,7.0208877149254665,3,6.03175307551078,1,9.996904619848735,5.214
3,7.0348933208581546,0,9.90467682197366,1,16.0705655546975,4.257
5,2.9697367240426873,2,3.779140033569736,2,1.1168892158145973,1.342
2,7.261359516776472,4,11.90622868659553,0,2.414891603502406,3.841
3,3.4346644553153514,1,8.4581776781497,2,14.011835171903195,9.488
3,2.101384617917682,3,2.7644011586307933,0,8.682204211140471,0.537
9,1.740838656800088,4,8.688898118435464,1,5.352095415055135,4.967
5,6.8249392457041935,1,6.582145071369198,1,1.1468750494871722,1.302
1,1.8109069974618035,0,5.143648981854787,0,1.2086653070126743,0.0
3,7.740944027012962,1,4.760593826425547,0,15.550303542080806,0.8
5,7.560599410655158,4,8.566742945308947,1,2.560252359418954,4.442
6,4.31501721904562,0,1.637125066146781,1,2.7179716084306422,0.69
2,7.814422784241779,1,11.657656408142607,1,18.24199213008727,6.765
7,6.750590631852087,4,5.09016882162597,2,19.832069797213155,13.872
7,2.915386663971661,1,11.968369501734824,1,10.802169951427377,3.829
7,3.0886210169299484,4,10.23941881139719,0,18.774923940386504,3.307
4,7.07638025772605,2,11.595603187841451,2,1.7199532161928737,3.411
5,6.32065854906668,2,5.865286386190013,1,8.174895781388,3.928
6,2.4025140048409885,1,10.54935094839584,0,17.443252924651695,0.426
8,2.4259087449339196,3,2.0028093944681085,1,4.534134877705592,3.384
2,5.383542251419907,3,2.443693654506263,2,1.748102128298794,1.858
9,5.798957010602799,0,5.73336484389409,1,5.612068714107744,2.821
9,5.560636267615853,3,4.585180103472824,2,14.576070594369316,10.676
1,5.763196384515277,4,5.3509959226796555,1,23.418096593025865,8.697
6,6.299414873278563,2,11.479135018425888,0,21.879829018646724,2.759
9,4.99633151290915,0,1.20204400634594,0,12.094196775686605,1.098
4,6.430633150550692,0,11.353612546556251,1,2.6655742593658545,1.697
1,3.7784629334111726,4,2.459873294473664,1,14.053439510015837,5.056
2,2.172378075813488,1,2.150246243678403,1,15.637895739503644,5.824
8,6.483959081591303,1,7.734837844692738,1,12.141164294202934,5.18
4,6.721084389737456,3,5.975501129701302,1,15.802286989520073,7.356
2,5.552059301114177,3,6.272068214339161,2,15.162066504671584,10.774
3,2.274825409820895,3,9.686683578567271,0,16.15027883652015,3.764
2,3.3262023774857625,2,6.967264992913043,1,12.34536747602739,4.8
3,1.505388862854231,2,1.3371775242638666,0,6.9267064357579144,0.814
8,3.4215449478287403,3,5.08142639283063,0,23.71593996592933,1.499
8,4.597971074661075,1,7.468642158990871,0,1.6760722523996678,1.896
2,5.58506537182476,3,11.913466479747395,1,7.528654157998836,4.335
3,5.420921540647644,4,9.064243246568092,1,4.026056757926975,4.418
7,7.799765658291477,1,2.9907464798043875,1,20.65085714750032,7.369
9,4.117136785018658,3,6.662990893226592,0,9.26236749619461,1.477
9,7.005903777458941,0,1.0993344454250527,1,14.533490566833926,5.465
8,2.6591949997583533,3,3.5814144208770617,0,21.32532240219731,0.166
9,2.7409999081134093,0,7.788594852644331,0,17.255875988365254,0.041
6,5.23876710351418,3,4.924052583440018,0,13.270774281892999,1.933
8,7.07789896359281,3,3.2642533104044507,2,3.574151246147741,4.213
2,4.7181866960072245,1,11.302662615244577,0,1.9049014353757219,0.924
5,1.7231626998681095,2,7.431377704868476,0,16.828780914931695,0.726
4,7.755830875052319,4,1.0543397902785059,1,22.891671064734496,8.107
8,3.398574416846407,2,6.85469487708929,1,3.8920547715529232,2.777
4,6.130292428389392,1,2.7862008412855297,1,5.332028926608833,1.816
6,2.2400485261317016,4,8.61888547448781,2,20.276651661906534,15.195
2,6.816140339391938,1,10.510697195505404,0,18.675945384047196,1.092
4,2.50972606678402,0,8.24774017255923,0,10.058881330045645,0.021
5,3.440015670693793,0,2.7521618976708564,1,14.91394022188244,5.133
9,1.6333718670093553,4,4.1755415508370195,0,3.509521530612244,1.274
2,3.289232130942671,4,8.343527241199432,1,19.58045666464895,8.837
3,3.6297057631720855,4,4.265562020163088,2,15.928717152271041,11.318
5,3.773208841264788,0,8.650139273588483,1,9.936836329217952,2.488
1,1.5123714663791055,2,7.637934527195157,1,16.368894366765375,5.927
2,4.796545654858168,0,11.466264156325902,2,20.484849311569207,11.619
4,6.690900171012654,2,8.89935383849144,2,22.977045006963497,15.608
5,7.277000028880856,2,1.784082970606803,2,22.957180690766073,13.994
4,3.461358810677441,4,2.115629112941382,0,12.17505046128549,1.608
5,3.1510297544840062,3,9.833284876159297,1,13.400709363530853,6.928
2,7.837076670638052,1,10.054914171552262,0,13.017063931870721,0.204
7,6.598467667968151,3,3.030436424907363,1,7.791400652067132,3.429
8,6.641947848426106,3,7.05249196371888,1,1.9984882556608408,3.248
7,5.15476998386203,4,9.73118235418568,1,15.871936008725783,7.991
8,2.789514984664906,0,4.3226655201827455,1,17.835035554469595,5.145
4,5.672849295040293,3,2.0508884521813497,2,15.34876446756118,11.122
1,4.310243759432275,2,6.88893912026927,1,5.1042572002387585,2.01
5,4.82688188899849,2,3.5514180572757295,2,9.990837905826837,6.845
2,5.866011878333157,2,5.447506449147213,2,10.84859114328914,8.792
7,1.110747642359077,0,4.751990269216426,0,19.830262313742352,0.0
7,2.854268130657134,4,8.098188212782887,1,14.702266748346004,7.663
9,3.4049233234299274,0,7.788713617352115,2,11.1754285390554,7.412
5,4.730704505859347,1,4.567671284269132,2,8.659044000338552,6.376
6,3.6493349644010835,1,4.992386990305912,2,23.896051286197913,14.065
6,7.703376991537661,3,2.928332365934256,1,16.870112488875314,6.099
9,3.958823793773327,1,10.039870882911956,1,1.0284436344664172,0.428
7,2.066912093312922,3,11.917318523742127,2,22.321022262258793,16.041
1,4.646705840904295,0,7.859442568030357,1,3.049861938668382,0.721
6,1.4417632315540512,3,2.2941393132091448,1,6.229217902210272,2.696
2,3.4242523801230247,0,3.6296086541699215,0,12.723657675289058,0.0
4,2.132349479464767,1,9.64903552432804,2,14.215509793308632,9.788
5,4.5080709942740675,3,5.368966551721321,1,13.413850231478685,6.308
6,3.1327539736862855,2,1.890112113563774,2,10.268544111598713,7.268
2,2.5653010414741786,2,11.530551766840459,1,14.179952865409534,6.122
6,4.409433431732552,0,7.668782315260752,2,18.590625420768895,11.906
4,3.7906411944061915,2,2.6101139137847404,2,9.453291712705223,6.545
4,1.7396527898322074,1,8.049089461592269,0,5.968878197720791,0.735
2,2.0641739719005368,3,1.6748458982173497,2,18.957516479574117,11.469
2,5.865246602009872,4,11.820468177897549,2,6.501142396966289,7.591
3,6.478872285209045,4,3.9192615010701406,0,5.088626920578709,1.936
4,5.306536067617076,0,4.368789828652728,0,15.349604234707686,1.079
6,6.5446554363238025,1,5.452782719937198,2,16.043743293555956,10.814
6,6.385134255489379,4,1.1213439087151194,0,10.571541958134514,0.0
5,5.766823790667711,4,3.086643329921449,1,15.235808439177594,6.397
5,1.452316758908603,4,1.46896530215736,1,9.542397055953238,3.165
1,4.180641341919726,3,10.287927910135776,2,3.2558993580376256,3.735
4,4.332126905581365,3,5.1347711366034625,1,10.072954407110812,4.417
6,7.693555334542638,1,2.4645950459590664,0,3.349439182123376,1.11
2,2.9555739975430146,3,11.23350773321606,0,6.820343954418044,2.7
8,4.468164724226872,4,5.24983800833147,2,11.352861945654471,9.106
7,1.7398543593439186,4,11.871027981001445,2,11.19528101120322,10.333
8,6.22345080237287,4,8.249390876240488,0,19.44900283693451,2.005
4,7.59620772771235,2,9.622269444444413,2,9.161351285908479,7.489
5,6.813741194833879,4,1.7558411577009454,1,10.758828375352426,4.28
1,3.673577477570271,0,3.262559884151106,0,3.791887617666348,0.0
4,7.718785626531503,0,6.2608082403351615,0,21.603735739553287,0.073
8,4.40210852084278,1,11.123268993413484,1,12.977667262186893,5.071
2,3.3678725419614888,2,11.208920043586547,1,6.166159072408594,3.11
9,2.9165391525987454,1,11.211492861334348,1,16.547592338486176,5.216
3,3.001347524674121,0,9.97541632865479,0,20.81150991635903,0.554
5,3.2404188276468844,3,9.28506069504743,2,7.194619860946577,6.242
2,5.7970861128111135,1,2.0105797648104917,0,23.19798406892092,0.0
6,5.13243383321141,2,6.59196601607908,0,7.843614380332873,1.431
3,7.113260411025654,4,7.999204893771729,1,18.505795351992635,8.202
8,7.17015545772515,0,4.056923069737547,0,5.460938947158822,0.248
2,4.8855946451160035,2,9.063784256326423,0,15.167665355984118,1.249
9,6.936334537915403,3,10.239603783104009,1,20.151650794981993,8.731
9,3.5755852591145914,1,4.59624777971887,0,4.424425157646228,1.189
5,4.140274416681798,1,8.942780320230106,2,21.382502950696715,13.624
3,5.641294031503445,1,1.020678718774017,0,5.102569439068586,0.122
1,5.496278681336592,3,1.7133895393126517,0,14.339627110847019,0.0
7,4.406183635706272,3,7.593058622292272,1,14.849349813207064,6.13
8,7.873784333123017,4,3.3082619434205034,1,19.97800535632065,8.124
3,3.297349275265181,4,5.774213027912628,1,3.0378098826311963,3.032
9,5.497956396746341,3,5.633728586234792,1,15.632079388289352,6.017
6,6.179904706799283,3,11.453440282236508,2,5.66753645422275,6.712
3,1.1693423472394868,4,10.148667480433508,2,7.280628629374686,7.49
1,6.478073578959366,2,1.61749713757831,0,20.612744457141357,0.048
5,4.046262794787498,3,11.31088623637451,0,17.238437176272566,2.198
4,4.057954918306256,1,9.024590515176364,2,18.606796676795526,12.262
9,7.696302347584206,3,1.758538179920633,0,2.3122585864788494,0.886
6,2.7288515935039985,3,10.968800385731404,2,6.73956259653864,7.214
9,1.4575631029506968,4,6.363283130407227,1,1.7731128042155007,2.236
4,4.933949932267647,1,4.805124922518637,1,8.249358985239256,3.047
2,7.174949299974421,2,5.327926312199507,2,20.040972632409975,13.094
8,7.869079633480727,0,3.821830686886726,0,16.046015833903713,1.091
3,7.629251914171061,2,11.640917955671027,0,5.209355217398724,1.411
1,2.5772185096586457,1,3.760633274743278,0,20.564169330346168,0.829
2,4.797820623767961,3,9.708699872986868,1,13.623289104561351,7.747
2,4.000413828793331,1,2.550555902739462,0,16.2763220336246,0.211
3,4.818023085848338,4,1.6850041647007417,2,12.78756092171763,8.324
3,4.480791512202817,2,4.737552187180736,2,21.05912110051696,14.339
4,7.157072984660704,4,10.576362675506076,2,6.492312861775403,7.635
9,4.905865171478479,1,7.077649762609977,1,3.1654939328910516,1.501
4,3.6035286754180538,2,5.968665011548509,1,10.13977198116228,3.693
3,2.369264911311605,4,3.0539562535034563,2,3.162830401988126,3.556
5,5.498722603706965,4,3.1542489384561074,2,21.63003239974129,13.983
2,6.552829453067781,1,4.4843784477427935,1,20.715122910971317,6.615
8,1.2336852125046684,0,5.000624372317542,0,17.850610398119155,0.39
5,5.307086175488614,3,1.9181049348832162,1,21.29557647336879,7.23
1,1.8570372885125872,4,8.977041028301299,2,8.429257562882919,8.485
6,5.592938126144065,1,2.4280909384688933,2,16.797802946525668,10.513
5,3.3578835130277227,2,4.261387594116468,0,22.11878399132383,1.17
6,4.298175292529702,2,10.038005874815187,0,11.56309953498392,1.847
3,2.2163311519502065,3,8.83215422363859,1,19.997498892285883,6.966
1,1.9938039283269573,4,4.827355527403833,2,11.35807251482449,8.675
6,6.643371167026536,0,10.281110590473967,0,6.841422115156568,1.226
1,5.733242934528038,3,4.576144169748689,0,16.78552552378024,0.915
8,4.58858327201537,2,4.358417443664044,1,5.890820656535211,3.234
3,3.8581443993161577,0,9.351736063669271,0,21.782980419976287,0.515
2,7.119587068968461,2,1.0020723951224009,0,4.888864618187828,0.067
2,4.8265375413145195,3,5.184406038674506,0,23.466407555745164,1.218
9,2.9602613068534263,1,10.441758444790329,1,7.721019300623649,3.028
3,5.895207625883426,2,10.234070004508435,1,23.581369944994435,9.376
7,7.109276876962896,0,2.2383842945313073,2,17.184777481598303,12.086
4,1.3228649503501368,0,7.2388785791132415,1,7.528054281540967,2.71
9,7.3202649663439106,3,10.374902618302997,2,16.35950771420735,12.695
6,5.383233201151968,0,6.844481726248651,2,20.27750022169426,12.372
2,5.611775490980493,4,3.775379748233472,2,6.065181931678247,4.094
1,4.676678302641121,4,1.3591024530023548,0,20.976684645366642,0.0
3,2.19407338089963,1,11.429191521885864,0,11.240660582550127,0.901
9,2.662034278623644,4,6.636001553003697,2,3.3971704645919965,4.26
6,2.9009813532572792,3,6.201868460919953,1,23.62832719567507,7.544
8,3.532971652435971,0,6.19742690507165,1,2.049921146554826,0.824
1,4.3107994226685715,0,7.847716653027197,0,11.804106548785727,0.0
4,4.759052418459508,0,10.395495974155548,0,2.1384276303543324,0.435
1,6.61809975705869,1,7.292535077062309,2,12.791357696997578,8.465
6,6.716775228155027,0,4.130185319391873,0,19.818753381209692,1.124
7,4.454826062380831,0,8.724846426348307,2,23.834787296978618,14.812
1,3.8771475268588205,3,10.983721028122105,2,17.422750822737697,12.193
7,6.049754157744018,3,10.491685532036536,1,1.0483883930453186,3.758
7,7.101184091017614,0,3.823636511410504,2,16.30171834549527,10.821
5,3.9326345313123277,2,9.2629585258926,2,2.633176284264876,3.807
3,3.888727282583776,0,8.107057925055692,2,15.86835207286596,9.812
2,1.8101632467509376,2,2.6975372181138733,1,4.952515070523174,2.401
6,7.317173151000892,2,1.7308822879135237,0,13.281251868598567,0.07
1,1.3061735061626316,4,2.353036246361202,2,13.848775118359782,8.712
9,6.919230540929348,0,8.617421093361479,1,10.888414779973408,3.604
5,4.124936614811075,1,9.782183745701877,1,19.915714594370403,7.477
9,3.5903663427197867,2,1.3016234096992343,1,10.038407182941699,4.39
5,7.230679246286658,3,4.8046520681164315,0,4.552574186136447,3.167
2,3.3842291660690416,3,1.788830777324161,2,10.421464582590337,7.312
5,4.178011348372804,1,8.571016593582607,1,4.232718254302298,1.634
5,7.748121849823916,2,5.226273842843803,2,1.8969082892229665,2.459
3,6.293495297651238,1,6.043753097700797,1,7.652629755371054,2.847
5,3.5927789039271456,1,5.12283924559976,0,11.902147855112585,0.717
9,3.01883806473122,0,11.572490339483522,0,9.958083582755668,0.4
6,2.0790153022494096,3,7.090826338938123,0,13.459210685430092,2.102
3,6.787704816574933,2,8.799150967157349,1,5.074931281252907,3.398
5,7.764921701064852,3,7.134797088750483,0,8.987371897701674,1.651
3,6.717298510836697,4,3.2803990350631373,2,18.99493157758201,12.803
3,5.363841707116081,3,7.263150973005111,1,15.275191035965433,6.234
5,4.801172087703643,0,3.5052470971353054,0,23.172663484806815,0.0
5,3.4742251838274774,1,6.043130670261836,2,1.8735759556666298,2.001
5,7.139634067127322,0,11.384463032079376,0,4.42230729631766,1.35
3,5.121120654919239,1,5.12862898711562,1,7.573021777095015,3.207
9,6.080015242539644,2,10.838978125066554,1,11.487523342478548,5.53
3,7.692330005283532,3,3.2052196708124305,2,3.5130768371212926,3.078
1,3.183293560029963,0,3.816523216154497,2,1.7081711421903005,1.64
7,5.814054297013925,1,8.949776534680513,1,16.928245925353483,6.155
2,2.474934747070422,0,11.531928209419059,2,1.2038555576097847,0.423
3,6.799285096143819,1,4.240813359808125,1,1.3292513863423796,1.385
1,6.273995455798784,4,9.45815060318405,0,16.146431860411262,3.19
1,5.295228799662209,3,1.9746518536664697,2,12.21543962234585,7.771
6,4.843912353940208,2,7.952988124568665,2,14.271935282623948,9.82
2,1.7065883998426505,4,10.558386775070595,0,16.680218814073708,3.15
2,3.82011297842846,1,4.248195434527376,1,6.344839430289101,1.528
7,7.504596375422977,2,5.456129639803231,2,21.840553049047433,14.578
1,2.53491773346713,0,1.3703609603526,0,5.936445684952465,0.0
3,1.860444749257713,0,10.775249882919384,0,12.570930867936237,1.177
8,2.6935217622087073,3,8.853478957572488,1,19.918300270836525,7.646
8,7.417541834916346,3,8.927206598114246,0,10.233249511003454,3.177
9,3.2231075668278164,3,1.0014816230493384,0,12.755970202456286,1.067
2,5.082865624691317,0,6.136647999599718,2,8.828527165032542,5.542
